ticket_id,event_type,timestamp,team,category,agent
TKT-1286,ticket_escalated,2024-01-06 14:07:51.863355,Team D,Technical,Amanda Joseph
TKT-1133,first_response,2024-01-06 14:08:01.116841,Team B,Billing,Jonathon Stevens
TKT-1310,first_response,2024-01-06 14:39:54.643960,Team C,Account,Sabrina Ochoa
TKT-1310,ticket_escalated,2024-01-06 15:12:53.161963,Team C,Account,Sabrina Ochoa
TKT-1286,escalation_reviewed,2024-01-06 15:38:50.472677,Team D,Technical,Amanda Joseph
TKT-1393,ticket_opened,2024-01-06 15:46:59.258569,Team B,Technical,Haley Brown
TKT-1425,first_response,2024-01-06 16:09:27.203861,Team C,Shipping,Haley Brown
TKT-1393,first_response,2024-01-06 16:12:34.870272,Team B,Technical,Haley Brown
TKT-1270,ticket_opened,2024-01-06 16:34:37.801108,Team A,Shipping,Ashley Davis
TKT-1186,ticket_opened,2024-01-06 16:44:41.195806,Team D,Billing,Julie Pineda DVM
TKT-1270,first_response,2024-01-06 16:54:26.858146,Team A,Shipping,Ashley Davis
TKT-1393,ticket_escalated,2024-01-06 18:45:30.649357,Team B,Technical,Haley Brown
TKT-1294,ticket_resolved,2024-01-06 21:36:22.806998,Team C,Returns,Robert Moore
TKT-1186,first_response,2024-01-06 22:08:57.228032,Team D,Billing,Julie Pineda DVM
TKT-1310,escalation_reviewed,2024-01-06 22:29:07.059926,Team C,Account,Sabrina Ochoa
TKT-1393,escalation_reviewed,2024-01-06 23:48:38.144932,Team B,Technical,Haley Brown
TKT-1310,ticket_resolved,2024-01-07 01:49:02.107081,Team C,Account,Sabrina Ochoa
TKT-1294,resolution_confirmed,2024-01-07 02:43:16.734796,Team C,Returns,Robert Moore
TKT-1310,resolution_confirmed,2024-01-07 06:51:40.207069,Team C,Account,Sabrina Ochoa
TKT-1254,ticket_opened,2024-01-07 08:05:58.972717,Team D,Returns,Alex Harris
TKT-1294,survey_sent,2024-01-07 08:25:53.121289,Team C,Returns,Robert Moore
TKT-1112,survey_sent,2024-01-07 08:44:49.312446,Team B,Account,Desiree Warner
TKT-1254,first_response,2024-01-07 09:48:09.669720,Team D,Returns,Alex Harris
TKT-1286,ticket_resolved,2024-01-07 10:18:35.673433,Team D,Technical,Amanda Joseph
TKT-1254,ticket_escalated,2024-01-07 11:32:46.029853,Team D,Returns,Alex Harris
TKT-1254,escalation_reviewed,2024-01-07 11:57:18.779587,Team D,Returns,Alex Harris
TKT-1393,ticket_resolved,2024-01-07 16:07:04.559727,Team B,Technical,Haley Brown
TKT-1077,survey_sent,2024-01-07 16:12:06.066906,Team D,Billing,Melanie Colon
TKT-1115,ticket_opened,2024-01-07 17:12:58.822015,Team C,Billing,Ashley Davis
TKT-1425,ticket_resolved,2024-01-07 18:32:42.731535,Team C,Shipping,Haley Brown
TKT-1270,ticket_resolved,2024-01-07 18:33:56.438827,Team A,Shipping,Ashley Davis
TKT-1115,first_response,2024-01-07 19:15:23.666576,Team C,Billing,Ashley Davis
TKT-1115,ticket_escalated,2024-01-07 20:30:49.088031,Team C,Billing,Ashley Davis
TKT-1286,resolution_confirmed,2024-01-07 20:33:59.972757,Team D,Technical,Amanda Joseph
TKT-1115,escalation_reviewed,2024-01-07 21:32:33.446179,Team C,Billing,Ashley Davis
TKT-1286,survey_sent,2024-01-07 21:50:54.149571,Team D,Technical,Amanda Joseph
TKT-1186,ticket_resolved,2024-01-07 22:07:24.388014,Team D,Billing,Julie Pineda DVM
TKT-1425,resolution_confirmed,2024-01-07 22:15:04.510255,Team C,Shipping,Haley Brown
TKT-1270,resolution_confirmed,2024-01-07 22:28:23.917498,Team A,Shipping,Ashley Davis
TKT-1393,resolution_confirmed,2024-01-07 23:04:30.532794,Team B,Technical,Haley Brown
TKT-1115,ticket_reassigned,2024-01-08 00:01:22.807201,Team C,Billing,John Garcia
TKT-1186,survey_sent,2024-01-08 01:23:37.949444,Team D,Billing,Julie Pineda DVM
TKT-1115,first_response,2024-01-08 07:34:55.620187,Team C,Billing,John Garcia
TKT-1186,resolution_confirmed,2024-01-08 08:00:29.062333,Team D,Billing,Julie Pineda DVM
TKT-1133,ticket_resolved,2024-01-08 08:27:49.785448,Team B,Billing,Jonathon Stevens
TKT-1254,ticket_resolved,2024-01-08 13:25:50.565209,Team D,Returns,Alex Harris
TKT-1212,ticket_opened,2024-01-08 14:11:04.270543,Team D,Returns,Michael Sullivan
TKT-1212,first_response,2024-01-08 14:43:40.281852,Team D,Returns,Michael Sullivan
TKT-1425,survey_sent,2024-01-08 15:18:26.659825,Team C,Shipping,Haley Brown
TKT-1212,ticket_escalated,2024-01-08 15:46:29.562327,Team D,Returns,Michael Sullivan
TKT-1212,escalation_reviewed,2024-01-08 16:01:33.376237,Team D,Returns,Michael Sullivan
TKT-1254,resolution_confirmed,2024-01-08 23:20:22.536727,Team D,Returns,Alex Harris
TKT-1133,resolution_confirmed,2024-01-09 01:46:02.057719,Team B,Billing,Jonathon Stevens
TKT-1042,ticket_opened,2024-01-09 01:56:41.206653,Team B,Billing,Ashley Davis
TKT-1212,ticket_resolved,2024-01-09 01:59:42.783735,Team D,Returns,Michael Sullivan
TKT-1254,survey_sent,2024-01-09 04:03:00.604586,Team D,Returns,Alex Harris
TKT-1042,first_response,2024-01-09 04:38:01.779150,Team B,Billing,Ashley Davis
TKT-1122,ticket_opened,2024-01-09 10:25:31.120617,Team A,Technical,Tracy Ortega
TKT-1122,first_response,2024-01-09 13:52:56.536291,Team A,Technical,Tracy Ortega
TKT-1115,ticket_resolved,2024-01-09 14:44:55.014571,Team C,Billing,Ashley Davis
TKT-1310,survey_sent,2024-01-09 15:29:30.406479,Team C,Account,Sabrina Ochoa
TKT-1212,survey_sent,2024-01-09 21:34:10.083381,Team D,Returns,Michael Sullivan
TKT-1212,resolution_confirmed,2024-01-09 21:36:27.903639,Team D,Returns,Michael Sullivan
TKT-1115,resolution_confirmed,2024-01-09 21:42:58.043649,Team C,Billing,Ashley Davis
TKT-1042,ticket_resolved,2024-01-09 22:06:29.059404,Team B,Billing,Ashley Davis
TKT-1122,ticket_resolved,2024-01-09 22:31:07.211002,Team A,Technical,Tracy Ortega
TKT-1042,resolution_confirmed,2024-01-10 00:52:59.416435,Team B,Billing,Ashley Davis
TKT-1393,survey_sent,2024-01-10 01:14:34.444718,Team B,Technical,Haley Brown
TKT-1122,resolution_confirmed,2024-01-10 01:49:42.165526,Team A,Technical,Tracy Ortega
TKT-1270,survey_sent,2024-01-10 02:11:15.009587,Team A,Shipping,Ashley Davis
TKT-1263,ticket_opened,2024-01-10 12:09:16.241301,Team A,Billing,Jonathon Stevens
TKT-1142,ticket_opened,2024-01-10 12:28:47.758118,Team D,Account,Jonathon Stevens
TKT-1296,ticket_opened,2024-01-10 15:27:05.202785,Team B,Shipping,Deborah Mendez
TKT-1142,first_response,2024-01-10 15:40:36.935663,Team D,Account,Jonathon Stevens
TKT-1263,first_response,2024-01-10 17:04:44.570207,Team A,Billing,Jonathon Stevens
TKT-1263,ticket_reassigned,2024-01-10 18:19:37.842872,Team A,Billing,Michael Sullivan
TKT-1263,ticket_escalated,2024-01-10 19:32:34.359940,Team A,Billing,Jonathon Stevens
TKT-1263,first_response,2024-01-10 19:57:25.802635,Team A,Billing,Michael Sullivan
TKT-1263,escalation_reviewed,2024-01-10 20:51:07.677974,Team A,Billing,Jonathon Stevens
TKT-1296,first_response,2024-01-10 21:55:28.686730,Team B,Shipping,Deborah Mendez
TKT-1122,survey_sent,2024-01-11 01:20:51.454091,Team A,Technical,Tracy Ortega
TKT-1133,survey_sent,2024-01-11 07:39:52.351360,Team B,Billing,Jonathon Stevens
TKT-1263,ticket_resolved,2024-01-11 11:34:42.381831,Team A,Billing,Jonathon Stevens
TKT-1070,ticket_opened,2024-01-11 15:05:14.265037,Team D,Returns,Sabrina Ochoa
TKT-1070,first_response,2024-01-11 15:22:57.113302,Team D,Returns,Sabrina Ochoa
TKT-1042,survey_sent,2024-01-11 15:47:05.443681,Team B,Billing,Ashley Davis
TKT-1263,resolution_confirmed,2024-01-11 16:23:28.324442,Team A,Billing,Jonathon Stevens
TKT-1336,ticket_opened,2024-01-11 16:50:06.932840,Team B,Billing,Melissa Lawrence
TKT-1336,first_response,2024-01-11 18:40:19.766701,Team B,Billing,Melissa Lawrence
TKT-1118,ticket_opened,2024-01-11 18:48:34.064893,Team C,Shipping,John Garcia
TKT-1118,first_response,2024-01-11 20:53:05.384117,Team C,Shipping,John Garcia
TKT-1142,ticket_resolved,2024-01-12 00:07:09.779977,Team D,Account,Jonathon Stevens
TKT-1263,survey_sent,2024-01-12 00:56:23.672514,Team A,Billing,Jonathon Stevens
TKT-1142,resolution_confirmed,2024-01-12 05:11:38.839257,Team D,Account,Jonathon Stevens
TKT-1115,survey_sent,2024-01-12 08:20:46.792193,Team C,Billing,Ashley Davis
TKT-1234,ticket_opened,2024-01-12 08:30:42.134171,Team C,Account,Tracy Ortega
TKT-1296,ticket_resolved,2024-01-12 09:15:05.011274,Team B,Shipping,Deborah Mendez
TKT-1118,ticket_resolved,2024-01-12 11:11:18.693407,Team C,Shipping,John Garcia
TKT-1118,resolution_confirmed,2024-01-12 12:21:58.347052,Team C,Shipping,John Garcia
TKT-1296,resolution_confirmed,2024-01-12 12:33:21.261703,Team B,Shipping,Deborah Mendez
TKT-1359,ticket_opened,2024-01-12 13:00:02.373904,Team A,Returns,Ashley Davis
TKT-1359,first_response,2024-01-12 16:01:50.683264,Team A,Returns,Ashley Davis
TKT-1296,survey_sent,2024-01-12 16:33:13.374596,Team B,Shipping,Deborah Mendez
TKT-1234,first_response,2024-01-12 20:25:27.880248,Team C,Account,Tracy Ortega
TKT-1359,ticket_reassigned,2024-01-12 20:33:41.605320,Team A,Returns,Amanda Joseph
TKT-1359,first_response,2024-01-12 22:29:35.545624,Team A,Returns,Amanda Joseph
TKT-1070,ticket_resolved,2024-01-13 00:19:57.493340,Team D,Returns,Sabrina Ochoa
TKT-1070,resolution_confirmed,2024-01-13 04:55:28.407650,Team D,Returns,Sabrina Ochoa
TKT-1142,survey_sent,2024-01-13 09:30:27.518004,Team D,Account,Jonathon Stevens
TKT-1336,ticket_resolved,2024-01-13 10:22:11.494558,Team B,Billing,Melissa Lawrence
TKT-1234,ticket_resolved,2024-01-13 10:26:13.808201,Team C,Account,Tracy Ortega
TKT-1359,ticket_resolved,2024-01-13 14:54:09.776192,Team A,Returns,Ashley Davis
TKT-1234,resolution_confirmed,2024-01-13 17:11:01.627903,Team C,Account,Tracy Ortega
TKT-1359,resolution_confirmed,2024-01-13 19:36:40.433669,Team A,Returns,Ashley Davis
TKT-1070,survey_sent,2024-01-13 22:01:08.611169,Team D,Returns,Sabrina Ochoa
TKT-1336,resolution_confirmed,2024-01-14 04:49:29.302523,Team B,Billing,Melissa Lawrence
TKT-1118,survey_sent,2024-01-14 06:14:36.845235,Team C,Shipping,John Garcia
TKT-1234,survey_sent,2024-01-14 18:29:01.845144,Team C,Account,Tracy Ortega
TKT-1333,ticket_opened,2024-01-15 06:48:32.248467,Team C,Account,Melissa Harris
TKT-1333,first_response,2024-01-15 09:44:38.261675,Team C,Account,Melissa Harris
TKT-1266,ticket_opened,2024-01-15 14:28:09.706002,Team B,Technical,Michael Sullivan
TKT-1211,ticket_opened,2024-01-15 14:37:39.487603,Team B,Technical,Amanda Joseph
TKT-1266,first_response,2024-01-16 00:05:21.494998,Team B,Technical,Michael Sullivan
TKT-1211,first_response,2024-01-16 00:39:48.325333,Team B,Technical,Amanda Joseph
TKT-1266,ticket_escalated,2024-01-16 01:01:25.651185,Team B,Technical,Michael Sullivan
TKT-1336,survey_sent,2024-01-16 01:21:42.820888,Team B,Billing,Melissa Lawrence
TKT-1266,escalation_reviewed,2024-01-16 01:51:30.417292,Team B,Technical,Michael Sullivan
TKT-1359,survey_sent,2024-01-16 09:21:52.578940,Team A,Returns,Ashley Davis
TKT-1375,ticket_opened,2024-01-16 10:30:45.958673,Team A,Technical,Julie Pineda DVM
TKT-1375,first_response,2024-01-16 10:55:36.293997,Team A,Technical,Julie Pineda DVM
TKT-1333,ticket_resolved,2024-01-16 12:50:33.966950,Team C,Account,Melissa Harris
TKT-1375,ticket_reassigned,2024-01-16 13:29:39.895350,Team A,Technical,Deborah Mendez
TKT-1375,first_response,2024-01-16 15:20:58.436283,Team A,Technical,Deborah Mendez
TKT-1398,ticket_opened,2024-01-16 15:29:50.780372,Team B,Account,Michael Sullivan
TKT-1398,first_response,2024-01-16 15:59:36.636228,Team B,Account,Michael Sullivan
TKT-1333,resolution_confirmed,2024-01-16 17:11:39.982332,Team C,Account,Melissa Harris
TKT-1333,survey_sent,2024-01-16 21:45:46.643709,Team C,Account,Melissa Harris
TKT-1266,ticket_resolved,2024-01-17 03:41:34.226569,Team B,Technical,Michael Sullivan
TKT-1061,ticket_opened,2024-01-17 09:06:05.299028,Team C,Billing,Alex Harris
TKT-1061,first_response,2024-01-17 10:50:11.357499,Team C,Billing,Alex Harris
TKT-1211,ticket_resolved,2024-01-17 11:01:20.122745,Team B,Technical,Amanda Joseph
TKT-1146,ticket_opened,2024-01-17 13:56:22.873126,Team C,Technical,Michael Sullivan
TKT-1375,ticket_resolved,2024-01-17 20:40:20.976925,Team A,Technical,Julie Pineda DVM
TKT-1266,resolution_confirmed,2024-01-17 21:14:40.648588,Team B,Technical,Michael Sullivan
TKT-1146,first_response,2024-01-17 23:23:28.608569,Team C,Technical,Michael Sullivan
TKT-1475,ticket_opened,2024-01-17 23:32:44.612242,Team A,Billing,Ashley Davis
TKT-1375,resolution_confirmed,2024-01-17 23:39:42.709613,Team A,Technical,Julie Pineda DVM
TKT-1146,ticket_escalated,2024-01-18 00:38:33.117153,Team C,Technical,Michael Sullivan
TKT-1475,first_response,2024-01-18 00:46:43.948303,Team A,Billing,Ashley Davis
TKT-1472,ticket_opened,2024-01-18 02:14:56.923185,Team D,Shipping,Tracy Ortega
TKT-1472,first_response,2024-01-18 03:07:06.289919,Team D,Shipping,Tracy Ortega
TKT-1211,resolution_confirmed,2024-01-18 04:19:15.068936,Team B,Technical,Amanda Joseph
TKT-1398,ticket_resolved,2024-01-18 05:23:02.508134,Team B,Account,Michael Sullivan
TKT-1146,escalation_reviewed,2024-01-18 08:21:33.818203,Team C,Technical,Michael Sullivan
TKT-1398,resolution_confirmed,2024-01-18 10:33:25.504028,Team B,Account,Michael Sullivan
TKT-1398,survey_sent,2024-01-18 12:02:43.566487,Team B,Account,Michael Sullivan
TKT-1326,ticket_opened,2024-01-18 13:45:56.066769,Team C,Billing,Elizabeth Brewer
TKT-1326,first_response,2024-01-18 14:58:24.227547,Team C,Billing,Elizabeth Brewer
TKT-1376,ticket_opened,2024-01-18 16:08:44.699276,Team A,Shipping,Haley Brown
TKT-1073,ticket_opened,2024-01-18 16:39:26.320372,Team D,Billing,Elizabeth Brewer
TKT-1326,ticket_reassigned,2024-01-18 16:43:11.652444,Team C,Billing,Sabrina Ochoa
TKT-1326,first_response,2024-01-18 18:09:51.515984,Team C,Billing,Sabrina Ochoa
TKT-1472,ticket_resolved,2024-01-18 18:21:52.792623,Team D,Shipping,Tracy Ortega
TKT-1061,ticket_resolved,2024-01-18 18:57:23.145155,Team C,Billing,Alex Harris
TKT-1472,resolution_confirmed,2024-01-18 19:46:33.815771,Team D,Shipping,Tracy Ortega
TKT-1073,first_response,2024-01-18 19:59:59.122219,Team D,Billing,Elizabeth Brewer
TKT-1266,survey_sent,2024-01-18 20:13:45.450424,Team B,Technical,Michael Sullivan
TKT-1073,ticket_escalated,2024-01-18 21:25:33.891848,Team D,Billing,Elizabeth Brewer
TKT-1073,escalation_reviewed,2024-01-18 23:08:57.989696,Team D,Billing,Elizabeth Brewer
TKT-1073,ticket_resolved,2024-01-19 02:34:12.248054,Team D,Billing,Elizabeth Brewer
TKT-1376,first_response,2024-01-19 02:39:48.162726,Team A,Shipping,Haley Brown
TKT-1061,survey_sent,2024-01-19 03:24:17.194892,Team C,Billing,Alex Harris
TKT-1376,ticket_reassigned,2024-01-19 04:54:17.802983,Team A,Shipping,Alex Harris
TKT-1433,ticket_opened,2024-01-19 05:35:50.071676,Team C,Shipping,Andrea Munoz
TKT-1073,resolution_confirmed,2024-01-19 06:52:52.787763,Team D,Billing,Elizabeth Brewer
TKT-1375,survey_sent,2024-01-19 06:59:07.472726,Team A,Technical,Julie Pineda DVM
TKT-1376,first_response,2024-01-19 07:34:15.378103,Team A,Shipping,Alex Harris
TKT-1433,first_response,2024-01-19 07:41:34.692671,Team C,Shipping,Andrea Munoz
TKT-1472,survey_sent,2024-01-19 08:33:59.349314,Team D,Shipping,Tracy Ortega
TKT-1061,resolution_confirmed,2024-01-19 10:44:00.720690,Team C,Billing,Alex Harris
TKT-1376,ticket_resolved,2024-01-19 11:16:28.473560,Team A,Shipping,Haley Brown
TKT-1073,survey_sent,2024-01-19 11:27:39.216278,Team D,Billing,Elizabeth Brewer
TKT-1433,ticket_reassigned,2024-01-19 12:01:19.578285,Team C,Shipping,Michael Sullivan
TKT-1433,first_response,2024-01-19 12:22:47.276440,Team C,Shipping,Michael Sullivan
TKT-1376,resolution_confirmed,2024-01-19 13:34:51.403255,Team A,Shipping,Haley Brown
TKT-1462,ticket_opened,2024-01-19 15:07:13.038816,Team D,Technical,Amanda Joseph
TKT-1376,survey_sent,2024-01-19 16:18:30.036835,Team A,Shipping,Haley Brown
TKT-1351,ticket_opened,2024-01-19 16:32:54.564535,Team A,Shipping,John Garcia
TKT-1437,ticket_opened,2024-01-19 16:48:44.287539,Team B,Billing,Deborah Mendez
TKT-1462,first_response,2024-01-19 16:59:45.946600,Team D,Technical,Amanda Joseph
TKT-1351,first_response,2024-01-19 18:19:19.097465,Team A,Shipping,John Garcia
TKT-1462,ticket_escalated,2024-01-19 19:09:23.900820,Team D,Technical,Amanda Joseph
TKT-1146,ticket_resolved,2024-01-19 19:19:25.869996,Team C,Technical,Michael Sullivan
TKT-1462,escalation_reviewed,2024-01-19 20:36:29.047330,Team D,Technical,Amanda Joseph
TKT-1182,ticket_opened,2024-01-19 20:47:18.922183,Team A,Shipping,Desiree Warner
TKT-1351,ticket_reassigned,2024-01-19 20:52:18.525606,Team A,Shipping,Elizabeth Brewer
TKT-1351,ticket_resolved,2024-01-19 21:48:16.311479,Team A,Shipping,John Garcia
TKT-1351,resolution_confirmed,2024-01-19 22:24:34.670842,Team A,Shipping,John Garcia
TKT-1146,resolution_confirmed,2024-01-19 22:48:51.324670,Team C,Technical,Michael Sullivan
TKT-1475,ticket_resolved,2024-01-19 23:18:34.321715,Team A,Billing,Ashley Davis
TKT-1437,first_response,2024-01-19 23:43:54.672776,Team B,Billing,Deborah Mendez
TKT-1182,first_response,2024-01-20 00:04:54.054718,Team A,Shipping,Desiree Warner
TKT-1351,first_response,2024-01-20 01:37:40.805616,Team A,Shipping,Elizabeth Brewer
TKT-1475,resolution_confirmed,2024-01-20 03:52:22.591844,Team A,Billing,Ashley Davis
TKT-1211,survey_sent,2024-01-20 08:35:44.073968,Team B,Technical,Amanda Joseph
TKT-1326,ticket_resolved,2024-01-20 08:53:09.028244,Team C,Billing,Elizabeth Brewer
TKT-1155,ticket_opened,2024-01-20 09:52:14.377986,Team C,Billing,Desiree Warner
TKT-1155,first_response,2024-01-20 11:31:12.084528,Team C,Billing,Desiree Warner
TKT-1326,resolution_confirmed,2024-01-20 15:24:35.161938,Team C,Billing,Elizabeth Brewer
TKT-1155,ticket_reassigned,2024-01-20 16:11:31.987888,Team C,Billing,Desiree Warner
TKT-1182,ticket_resolved,2024-01-20 17:08:13.159513,Team A,Shipping,Desiree Warner
TKT-1146,survey_sent,2024-01-20 17:42:51.256635,Team C,Technical,Michael Sullivan
TKT-1462,ticket_resolved,2024-01-20 17:49:58.248981,Team D,Technical,Amanda Joseph
TKT-1155,first_response,2024-01-20 20:56:23.198022,Team C,Billing,Desiree Warner
TKT-1390,ticket_opened,2024-01-20 23:03:53.448662,Team C,Returns,Ashley Davis
TKT-1433,ticket_resolved,2024-01-20 23:42:01.412030,Team C,Shipping,Andrea Munoz
TKT-1171,ticket_opened,2024-01-21 00:30:22.908291,Team B,Account,Julie Pineda DVM
TKT-1390,first_response,2024-01-21 01:11:37.699381,Team C,Returns,Ashley Davis
TKT-1462,survey_sent,2024-01-21 01:43:40.347061,Team D,Technical,Amanda Joseph
TKT-1433,resolution_confirmed,2024-01-21 02:19:40.054388,Team C,Shipping,Andrea Munoz
TKT-1171,first_response,2024-01-21 08:07:34.244861,Team B,Account,Julie Pineda DVM
TKT-1182,survey_sent,2024-01-21 10:13:02.968962,Team A,Shipping,Desiree Warner
TKT-1433,survey_sent,2024-01-21 10:53:46.797299,Team C,Shipping,Andrea Munoz
TKT-1462,resolution_confirmed,2024-01-21 11:37:48.278365,Team D,Technical,Amanda Joseph
TKT-1338,ticket_opened,2024-01-21 12:19:52.409940,Team A,Shipping,Michael Hopkins
TKT-1171,ticket_reassigned,2024-01-21 12:53:19.981538,Team B,Account,John Garcia
TKT-1338,first_response,2024-01-21 13:37:08.413460,Team A,Shipping,Michael Hopkins
TKT-1182,resolution_confirmed,2024-01-21 13:38:09.908719,Team A,Shipping,Desiree Warner
TKT-1155,ticket_resolved,2024-01-21 13:44:13.195710,Team C,Billing,Desiree Warner
TKT-1437,ticket_resolved,2024-01-21 14:31:34.338130,Team B,Billing,Deborah Mendez
TKT-1155,resolution_confirmed,2024-01-21 16:06:29.779074,Team C,Billing,Desiree Warner
TKT-1390,ticket_resolved,2024-01-21 16:36:52.030742,Team C,Returns,Ashley Davis
TKT-1390,resolution_confirmed,2024-01-21 17:18:19.942548,Team C,Returns,Ashley Davis
TKT-1351,survey_sent,2024-01-21 18:13:03.360034,Team A,Shipping,John Garcia
TKT-1197,ticket_opened,2024-01-21 18:17:39.781771,Team B,Shipping,Melissa Lawrence
TKT-1171,first_response,2024-01-21 18:37:07.741870,Team B,Account,John Garcia
TKT-1197,first_response,2024-01-21 20:24:06.752534,Team B,Shipping,Melissa Lawrence
TKT-1390,survey_sent,2024-01-21 20:24:16.280509,Team C,Returns,Ashley Davis
TKT-1197,ticket_escalated,2024-01-21 22:35:06.683984,Team B,Shipping,Melissa Lawrence
TKT-1011,ticket_opened,2024-01-21 22:35:15.880899,Team C,Billing,Haley Brown
TKT-1011,first_response,2024-01-21 23:33:12.424297,Team C,Billing,Haley Brown
TKT-1475,survey_sent,2024-01-21 23:59:08.267050,Team A,Billing,Ashley Davis
TKT-1197,ticket_resolved,2024-01-22 00:30:52.528215,Team B,Shipping,Melissa Lawrence
TKT-1011,ticket_escalated,2024-01-22 01:37:52.350912,Team C,Billing,Haley Brown
TKT-1197,escalation_reviewed,2024-01-22 02:18:45.748191,Team B,Shipping,Melissa Lawrence
TKT-1011,escalation_reviewed,2024-01-22 03:17:04.594585,Team C,Billing,Haley Brown
TKT-1011,ticket_resolved,2024-01-22 04:48:46.401439,Team C,Billing,Haley Brown
TKT-1206,ticket_opened,2024-01-22 05:29:38.864753,Team C,Billing,Michael Hopkins
TKT-1197,resolution_confirmed,2024-01-22 07:09:12.707417,Team B,Shipping,Melissa Lawrence
