ticket_id,team,category,agent,trigger_time,response_time,actual_hours,missing_entirely,is_violation,hours_overdue,rule_id,rule_name,max_hours,trigger_event,expected_event
TKT-1115,Team C,Billing,Ashley Davis,2024-01-07 17:12:58.822015,2024-01-07 19:15:23.666576,2.0402346002393297,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1212,Team D,Returns,Michael Sullivan,2024-01-08 14:11:04.270543,2024-01-08 14:43:40.281852,0.5433364746967951,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1042,Team B,Billing,Ashley Davis,2024-01-09 01:56:41.206653,2024-01-09 04:38:01.779150,2.689047915803062,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1122,Team A,Technical,Tracy Ortega,2024-01-09 10:25:31.120617,2024-01-09 13:52:56.536291,3.457059909436438,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1263,Team A,Billing,Jonathon Stevens,2024-01-10 12:09:16.241301,2024-01-10 17:04:44.570207,4.9245358072386844,0,1,0.9245358072386844,R01,First Response SLA,4,ticket_opened,first_response
TKT-1142,Team D,Account,Jonathon Stevens,2024-01-10 12:28:47.758118,2024-01-10 15:40:36.935663,3.1969937625196243,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1296,Team B,Shipping,Deborah Mendez,2024-01-10 15:27:05.202785,2024-01-10 21:55:28.686730,6.473189984692468,0,1,2.4731899846924676,R01,First Response SLA,4,ticket_opened,first_response
TKT-1070,Team D,Returns,Sabrina Ochoa,2024-01-11 15:05:14.265037,2024-01-11 15:22:57.113302,0.2952356291479535,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1336,Team B,Billing,Melissa Lawrence,2024-01-11 16:50:06.932840,2024-01-11 18:40:19.766701,1.8368982946872712,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1118,Team C,Shipping,John Garcia,2024-01-11 18:48:34.064893,2024-01-11 20:53:05.384117,2.0753664510779912,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1234,Team C,Account,Tracy Ortega,2024-01-12 08:30:42.134171,2024-01-12 20:25:27.880248,11.912707243627972,0,1,7.912707243627972,R01,First Response SLA,4,ticket_opened,first_response
TKT-1359,Team A,Returns,Ashley Davis,2024-01-12 13:00:02.373904,2024-01-12 16:01:50.683264,3.0300859333409202,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1333,Team C,Account,Melissa Harris,2024-01-15 06:48:32.248467,2024-01-15 09:44:38.261675,2.935003668864568,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1266,Team B,Technical,Michael Sullivan,2024-01-15 14:28:09.706002,2024-01-16 00:05:21.494998,9.61994138777256,0,1,5.61994138777256,R01,First Response SLA,4,ticket_opened,first_response
TKT-1211,Team B,Technical,Amanda Joseph,2024-01-15 14:37:39.487603,2024-01-16 00:39:48.325333,10.03578825838036,0,1,6.035788258380361,R01,First Response SLA,4,ticket_opened,first_response
TKT-1375,Team A,Technical,Julie Pineda DVM,2024-01-16 10:30:45.958673,2024-01-16 10:55:36.293997,0.4139820344580544,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1398,Team B,Account,Michael Sullivan,2024-01-16 15:29:50.780372,2024-01-16 15:59:36.636228,0.49607107116116417,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1061,Team C,Billing,Alex Harris,2024-01-17 09:06:05.299028,2024-01-17 10:50:11.357499,1.7350162419345643,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1146,Team C,Technical,Michael Sullivan,2024-01-17 13:56:22.873126,2024-01-17 23:23:28.608569,9.451593178576893,0,1,5.451593178576893,R01,First Response SLA,4,ticket_opened,first_response
TKT-1475,Team A,Billing,Ashley Davis,2024-01-17 23:32:44.612242,2024-01-18 00:46:43.948303,1.2331489058335623,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1472,Team D,Shipping,Tracy Ortega,2024-01-18 02:14:56.923185,2024-01-18 03:07:06.289919,0.8692685371637344,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1326,Team C,Billing,Elizabeth Brewer,2024-01-18 13:45:56.066769,2024-01-18 14:58:24.227547,1.207822438346015,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1376,Team A,Shipping,Haley Brown,2024-01-18 16:08:44.699276,2024-01-19 02:39:48.162726,10.517628736098608,0,1,6.517628736098608,R01,First Response SLA,4,ticket_opened,first_response
TKT-1073,Team D,Billing,Elizabeth Brewer,2024-01-18 16:39:26.320372,2024-01-18 19:59:59.122219,3.342444957494736,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1433,Team C,Shipping,Andrea Munoz,2024-01-19 05:35:50.071676,2024-01-19 07:41:34.692671,2.0957280541790855,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1462,Team D,Technical,Amanda Joseph,2024-01-19 15:07:13.038816,2024-01-19 16:59:45.946600,1.8758077177736494,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1351,Team A,Shipping,John Garcia,2024-01-19 16:32:54.564535,2024-01-19 18:19:19.097465,1.7734813694821463,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1437,Team B,Billing,Deborah Mendez,2024-01-19 16:48:44.287539,2024-01-19 23:43:54.672776,6.919551454716259,0,1,2.9195514547162587,R01,First Response SLA,4,ticket_opened,first_response
TKT-1182,Team A,Shipping,Desiree Warner,2024-01-19 20:47:18.922183,2024-01-20 00:04:54.054718,3.293092370827993,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1155,Team C,Billing,Desiree Warner,2024-01-20 09:52:14.377986,2024-01-20 11:31:12.084528,1.649362928337521,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1390,Team C,Returns,Ashley Davis,2024-01-20 23:03:53.448662,2024-01-21 01:11:37.699381,2.128958533075121,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1171,Team B,Account,Julie Pineda DVM,2024-01-21 00:30:22.908291,2024-01-21 08:07:34.244861,7.619815713829464,0,1,3.619815713829464,R01,First Response SLA,4,ticket_opened,first_response
TKT-1338,Team A,Shipping,Michael Hopkins,2024-01-21 12:19:52.409940,2024-01-21 13:37:08.413460,1.2877787555588616,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1197,Team B,Shipping,Melissa Lawrence,2024-01-21 18:17:39.781771,2024-01-21 20:24:06.752534,2.10749187860224,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1011,Team C,Billing,Haley Brown,2024-01-21 22:35:15.880899,2024-01-21 23:33:12.424297,0.9657064994838502,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1206,Team C,Billing,Michael Hopkins,2024-01-22 05:29:38.864753,2024-01-22 16:55:30.421342,11.430987941357824,0,1,7.430987941357824,R01,First Response SLA,4,ticket_opened,first_response
TKT-1130,Team C,Shipping,Ashley Davis,2024-01-22 11:47:19.629807,2024-01-22 12:41:43.825491,0.9067210233211518,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1365,Team D,Billing,Brett Wright,2024-01-22 11:51:35.020437,2024-01-22 13:27:26.215919,1.5975543005598916,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1088,Team A,Technical,Elizabeth Brewer,2024-01-23 18:29:45.184427,2024-01-23 21:12:55.747077,2.7196007361014685,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1240,Team C,Technical,Melissa Lawrence,2024-01-24 20:40:19.518962,2024-01-25 04:33:44.956133,7.890399214161767,0,1,3.890399214161767,R01,First Response SLA,4,ticket_opened,first_response
TKT-1209,Team C,Shipping,Ashley Davis,2024-01-26 08:11:56.093997,2024-01-26 17:10:38.235522,8.978372645841704,0,1,4.978372645841704,R01,First Response SLA,4,ticket_opened,first_response
TKT-1087,Team A,Returns,Desiree Warner,2024-01-26 14:12:57.923581,2024-01-26 15:36:05.614187,1.3854696128103468,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1127,Team B,Returns,Melissa Lawrence,2024-01-26 16:42:04.177127,2024-01-26 18:10:33.027008,1.4746805225478279,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1098,Team B,Account,Michael Hopkins,2024-01-27 01:41:32.622549,2024-01-27 03:08:55.804196,1.4564393463399674,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1311,Team C,Account,Desiree Warner,2024-01-27 04:31:01.776753,2024-01-27 06:13:10.859123,1.7025228805674446,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1000,Team A,Billing,Ashley Davis,2024-01-27 11:15:10.656224,2024-01-27 13:53:47.369430,2.643531446125772,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1170,Team A,Returns,Jonathon Stevens,2024-01-27 14:48:48.885180,2024-01-27 17:39:04.788634,2.8377509594625896,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1325,Team A,Technical,Elizabeth Brewer,2024-01-27 15:14:20.542089,2024-01-27 17:18:13.242263,2.064638937248124,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1185,Team C,Billing,Sabrina Ochoa,2024-01-28 14:16:36.203915,2024-01-28 23:45:37.941823,9.48381608552403,0,1,5.48381608552403,R01,First Response SLA,4,ticket_opened,first_response
TKT-1116,Team A,Billing,Haley Brown,2024-01-28 16:16:08.084121,2024-01-28 19:00:41.504432,2.742616753048367,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1219,Team D,Billing,Melissa Harris,2024-01-28 16:41:20.459127,2024-01-29 03:51:43.797428,11.173149528039826,0,1,7.173149528039826,R01,First Response SLA,4,ticket_opened,first_response
TKT-1369,Team B,Returns,Deborah Mendez,2024-01-29 03:24:08.708933,2024-01-29 08:46:43.514164,5.376334786348873,0,1,1.376334786348873,R01,First Response SLA,4,ticket_opened,first_response
TKT-1101,Team D,Billing,Michael Sullivan,2024-01-29 14:15:14.998965,2024-01-29 19:06:44.234024,4.858120849728584,0,1,0.8581208497285839,R01,First Response SLA,4,ticket_opened,first_response
TKT-1486,Team A,Billing,Desiree Warner,2024-01-30 02:06:23.400208,2024-01-30 03:41:55.727241,1.592313064734141,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1190,Team D,Returns,Melanie Colon,2024-01-30 04:33:18.690389,2024-01-30 04:50:39.874434,0.28921779029899175,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1029,Team A,Account,Desiree Warner,2024-01-31 02:42:06.460983,2024-01-31 04:02:28.163571,1.3393618299563725,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1085,Team A,Shipping,Julie Pineda DVM,2024-01-31 10:29:53.812094,2024-01-31 13:33:00.499253,3.051857544183731,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1048,Team A,Technical,John Garcia,2024-02-01 13:51:02.910106,2024-02-01 15:05:17.785595,1.2374654136101404,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1363,Team B,Returns,Michael Hopkins,2024-02-02 13:06:43.153331,2024-02-02 16:32:41.547696,3.4328873236311805,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1173,Team D,Technical,Jonathon Stevens,2024-02-03 09:40:48.600234,2024-02-03 18:59:01.529904,9.303591574960285,0,1,5.303591574960285,R01,First Response SLA,4,ticket_opened,first_response
TKT-1457,Team C,Billing,Haley Brown,2024-02-03 12:51:32.534782,2024-02-03 14:29:49.673698,1.6380941433376737,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1421,Team C,Billing,Tracy Ortega,2024-02-03 16:24:32.989683,2024-02-03 18:40:16.851053,2.2621837139129637,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1083,Team D,Shipping,Elizabeth Brewer,2024-02-04 03:38:57.030553,2024-02-04 04:47:13.082632,1.1377922441562016,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1318,Team C,Technical,Melissa Harris,2024-02-04 08:56:56.794373,2024-02-04 10:28:55.393705,1.532944258848826,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1415,Team D,Shipping,Melissa Harris,2024-02-05 11:10:34.982762,2024-02-05 12:08:27.269464,0.9645240838660134,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1428,Team B,Shipping,Melissa Lawrence,2024-02-06 10:09:00.273067,2024-02-06 20:11:19.637565,10.03871236052778,0,1,6.03871236052778,R01,First Response SLA,4,ticket_opened,first_response
TKT-1410,Team D,Shipping,Amanda Joseph,2024-02-07 10:11:02.808282,2024-02-07 10:33:22.976462,0.37226893888579476,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1017,Team C,Account,Brett Wright,2024-02-07 12:42:03.621461,2024-02-07 13:43:36.247107,1.025729346142875,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1379,Team B,Returns,Melissa Harris,2024-02-08 09:50:40.802397,2024-02-08 11:56:17.173370,2.093436381353272,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1166,Team C,Account,Deborah Mendez,2024-02-08 10:44:43.723983,2024-02-08 12:00:59.668373,1.2710956639051438,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1320,Team A,Technical,Tracy Ortega,2024-02-08 13:18:05.703229,2024-02-08 15:52:33.495753,2.5743868122498195,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1205,Team B,Technical,Brett Wright,2024-02-09 00:52:03.759594,2024-02-09 03:20:53.297160,2.4804271016518276,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1109,Team B,Billing,Amanda Joseph,2024-02-09 03:49:14.943894,2024-02-09 05:14:52.105710,1.4269893933667077,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1341,Team A,Billing,Melissa Harris,2024-02-09 12:27:24.692495,2024-02-09 13:19:33.422471,0.8690916599829992,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1440,Team C,Technical,Michael Sullivan,2024-02-10 04:01:25.742134,2024-02-10 04:39:33.325756,0.6354398949940999,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1258,Team A,Shipping,Alex Harris,2024-02-10 13:42:16.459939,2024-02-10 15:35:35.571580,1.8886421224806045,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1434,Team A,Billing,John Garcia,2024-02-11 04:16:00.816150,2024-02-11 06:35:55.312097,2.3318044297562706,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1044,Team D,Shipping,Alex Harris,2024-02-11 09:50:39.228432,2024-02-11 16:33:03.589128,6.706766860021485,0,1,2.706766860021485,R01,First Response SLA,4,ticket_opened,first_response
TKT-1479,Team D,Shipping,Elizabeth Brewer,2024-02-11 12:07:50.495456,2024-02-11 15:11:52.983271,3.0673577263620166,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1356,Team B,Shipping,Melissa Harris,2024-02-12 01:20:48.124611,2024-02-12 02:10:41.003985,0.8313553816742367,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1215,Team C,Technical,Haley Brown,2024-02-12 09:52:10.762895,2024-02-12 16:40:14.990086,6.80117421971427,0,1,2.8011742197142704,R01,First Response SLA,4,ticket_opened,first_response
TKT-1216,Team B,Returns,Tracy Ortega,2024-02-12 10:59:15.611949,2024-02-12 12:18:50.282535,1.3262973850303226,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1150,Team A,Shipping,Amanda Joseph,2024-02-12 19:44:34.674201,2024-02-12 20:39:27.477974,0.9146677147017584,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1207,Team C,Account,Alex Harris,2024-02-13 14:56:53.837325,2024-02-14 00:03:14.714925,9.105799333320723,0,1,5.105799333320723,R01,First Response SLA,4,ticket_opened,first_response
TKT-1201,Team D,Account,Alex Harris,2024-02-14 04:47:42.640192,2024-02-14 10:00:43.219336,5.2168275400002795,0,1,1.2168275400002795,R01,First Response SLA,4,ticket_opened,first_response
TKT-1189,Team C,Billing,Michael Sullivan,2024-02-14 09:13:05.278624,2024-02-14 11:07:26.692648,1.9059483399656083,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1323,Team A,Account,Elizabeth Brewer,2024-02-14 09:40:54.229225,2024-02-14 11:06:11.221101,1.4213866322570377,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1220,Team A,Shipping,Haley Brown,2024-02-14 14:35:12.374558,2024-02-14 15:20:09.376792,0.7491672872172461,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1113,Team D,Returns,Melissa Harris,2024-02-14 16:49:05.357378,2024-02-14 18:56:11.693327,2.11842665248447,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1227,Team C,Shipping,John Garcia,2024-02-15 11:39:15.723799,2024-02-15 14:09:31.560461,2.504399072792795,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1093,Team D,Technical,Deborah Mendez,2024-02-17 13:45:11.100192,2024-02-17 15:00:33.208275,1.2561411341693667,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1233,Team D,Account,Alex Harris,2024-02-18 12:16:01.241996,2024-02-18 19:01:59.159460,6.766088184449408,0,1,2.7660881844494076,R01,First Response SLA,4,ticket_opened,first_response
TKT-1308,Team C,Technical,Robert Moore,2024-02-18 16:27:25.494906,2024-02-18 17:20:39.434511,0.8872054458326764,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1412,Team D,Billing,Tracy Ortega,2024-02-18 21:47:58.520169,2024-02-19 06:19:47.257441,8.530204797784487,0,1,4.530204797784487,R01,First Response SLA,4,ticket_opened,first_response
TKT-1407,Team A,Shipping,Deborah Mendez,2024-02-19 00:10:39.231727,2024-02-19 00:38:07.535826,0.457862249745263,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1027,Team C,Returns,Michael Sullivan,2024-02-20 12:42:33.561126,2024-02-20 14:16:01.645655,1.5578012580341762,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1324,Team A,Returns,Elizabeth Brewer,2024-02-20 21:44:06.301502,2024-02-20 23:11:31.665863,1.4570456558465958,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1015,Team C,Shipping,Robert Moore,2024-02-21 08:42:46.939265,2024-02-21 09:27:58.062121,0.7530896821949217,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1047,Team D,Billing,Julie Pineda DVM,2024-02-21 12:36:07.659079,2024-02-21 20:41:32.942711,8.090356564455561,0,1,4.090356564455561,R01,First Response SLA,4,ticket_opened,first_response
TKT-1455,Team A,Account,Jonathon Stevens,2024-02-21 12:36:37.746160,2024-02-21 14:43:16.448304,2.110750595529874,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1153,Team D,Shipping,Andrea Munoz,2024-02-21 12:46:29.127101,2024-02-21 13:34:29.535918,0.8001135602924558,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1295,Team B,Billing,Brett Wright,2024-02-22 12:32:00.880490,2024-02-22 13:53:00.603292,1.3499230005343754,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1030,Team D,Returns,Melanie Colon,2024-02-22 13:29:26.958437,2024-02-22 15:47:15.213392,2.2967374875148137,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1319,Team C,Account,Robert Moore,2024-02-23 09:51:10.026980,2024-02-23 10:42:49.634302,0.8610020338826709,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1285,Team D,Account,Haley Brown,2024-02-24 01:41:01.444854,2024-02-24 02:11:12.143265,0.5029717808299594,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1352,Team B,Technical,Melanie Colon,2024-02-24 14:11:53.438425,2024-02-24 17:39:05.281808,3.4532898285653855,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1049,Team D,Account,Haley Brown,2024-02-25 08:39:33.599351,2024-02-25 20:21:36.536342,11.700815830826759,0,1,7.700815830826759,R01,First Response SLA,4,ticket_opened,first_response
TKT-1080,Team D,Account,Melissa Harris,2024-02-25 16:55:04.397650,2024-02-25 17:20:06.316786,0.41719976001315645,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1312,Team A,Billing,Andrea Munoz,2024-02-26 01:21:12.558142,2024-02-26 02:38:00.033570,1.2798542855845558,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1454,Team B,Technical,Michael Sullivan,2024-02-26 05:37:33.870965,2024-02-26 15:17:09.635038,9.65993446469307,0,1,5.65993446469307,R01,First Response SLA,4,ticket_opened,first_response
TKT-1128,Team C,Returns,Elizabeth Brewer,2024-02-27 00:12:49.087735,2024-02-27 01:22:13.462567,1.1567707867092556,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1196,Team B,Returns,Julie Pineda DVM,2024-02-27 15:02:10.535263,2024-02-27 15:19:34.305718,0.28993623746765984,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1025,Team C,Billing,Tracy Ortega,2024-02-27 16:38:12.798262,2024-02-27 19:15:16.775472,2.6177714472346834,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1134,Team C,Shipping,Robert Moore,2024-02-27 21:33:30.951935,2024-02-28 00:51:32.109805,3.3003216305706236,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1248,Team C,Account,Alex Harris,2024-02-27 22:03:13.997673,2024-02-28 03:51:50.946515,5.810263567235735,0,1,1.8102635672357348,R01,First Response SLA,4,ticket_opened,first_response
TKT-1449,Team D,Billing,Tracy Ortega,2024-02-28 04:16:10.361776,2024-02-28 05:16:10.976754,1.0001708271768357,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1339,Team A,Technical,Melissa Harris,2024-02-28 05:18:00.618797,2024-02-28 06:01:52.363885,0.731040302183893,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1129,Team C,Account,Tracy Ortega,2024-02-28 12:36:57.095246,2024-02-28 14:05:59.517215,1.4840061024824778,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1273,Team D,Billing,Robert Moore,2024-02-28 19:00:50.079010,2024-02-28 21:16:24.766509,2.259635416401757,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1368,Team C,Returns,Robert Moore,2024-02-29 08:01:10.973413,2024-02-29 10:29:51.245027,2.477853226131863,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1349,Team B,Returns,Andrea Munoz,2024-02-29 14:20:07.603551,2024-02-29 22:49:57.565320,8.49721160252889,0,1,4.497211602528891,R01,First Response SLA,4,ticket_opened,first_response
TKT-1459,Team D,Returns,Michael Hopkins,2024-03-01 06:33:16.276668,2024-03-01 14:31:23.417174,7.968650140563647,0,1,3.968650140563647,R01,First Response SLA,4,ticket_opened,first_response
TKT-1108,Team C,Returns,Melissa Harris,2024-03-01 09:17:55.181998,2024-03-01 12:07:15.472595,2.8223029436005485,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1082,Team A,Billing,Desiree Warner,2024-03-01 10:13:41.993666,2024-03-01 11:57:09.649417,1.7243488197194206,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1084,Team B,Account,Brett Wright,2024-03-01 10:49:10.670734,2024-03-01 17:14:09.697343,6.416396280328433,0,1,2.416396280328433,R01,First Response SLA,4,ticket_opened,first_response
TKT-1231,Team C,Billing,Michael Sullivan,2024-03-01 12:01:42.489787,2024-03-01 12:48:28.506433,0.7794490683078766,0,0,0.0,R01,First Response SLA,4,ticket_opened,first_response
TKT-1103,Team D,Billing,Jonathon Stevens,2024-03-01 12:23:43.520357,2024-03-01 17:01:02.060597,4.621816733347045,0,1,0.6218167333470452,R01,First Response SLA,4,ticket_opened,first_response
